タイトル,アーティスト,url,開始時刻,終了時刻,非表示,memo,upload_date
夜もすがら君想ふ,TOKOTOKO,https://www.youtube.com/watch?v=ak7QxEomrXM,14:45,1120,0,,2025/01/17
シュガーソングとビターステップ,UNISON SQUARE GARDEN,https://www.youtube.com/watch?v=ak7QxEomrXM,24:30,1720,0,,2025/01/17
忘れてやらない,結束バンド,https://www.youtube.com/watch?v=ak7QxEomrXM,56:31,3609,0,,2025/01/17
サウンド,baker,https://www.youtube.com/watch?v=ak7QxEomrXM,1:10:02,4390,0,,2025/01/17
群青,YOASOBI,https://www.youtube.com/watch?v=ak7QxEomrXM,1:20:23,5068,0,,2025/01/17
プラネテス,seiza,https://www.youtube.com/watch?v=ak7QxEomrXM,1:54:54,7047,0,,2025/01/17
ぽかぽかの星,はるまきごはん,https://www.youtube.com/watch?v=ak7QxEomrXM,2:13:40,8262,0,,2025/01/17
私はずっと笑顔だったし朝の占いだって悪くないきっと今日も大丈夫良い一日になりますように。,アメリカ民謡同好会,https://www.youtube.com/watch?v=ak7QxEomrXM,2:36:20,9657,0,,2025/01/17
ドーナツホール,ハチ,https://www.youtube.com/watch?v=ak7QxEomrXM,2:52:24,10548,0,,2025/01/17
だから僕は音楽を辞めた,ヨルシカ,https://www.youtube.com/watch?v=ak7QxEomrXM,3:16:14,12017,0,,2025/01/17
1／6,ぼーかりおどP,https://www.youtube.com/watch?v=K1abHKH3TQ4,17:42,1325,0,,2025/01/31
罪と罰 (Reloaded),DECO*27,https://www.youtube.com/watch?v=K1abHKH3TQ4,27:44,1837,0,,2025/01/31
絶望するためだけの生物。,アメリカ民謡研究会の曲,https://www.youtube.com/watch?v=K1abHKH3TQ4,46:36,2997,0,,2025/01/31
トンデモワンダーズ,Sasakure.UK,https://www.youtube.com/watch?v=K1abHKH3TQ4,1:15:35,4728,0,,2025/01/31
ぽかぽかの星,はるまきごはん,https://www.youtube.com/watch?v=K1abHKH3TQ4,2:42:20,9983,0,,2025/01/31
好き！雪！本気マジック,Mitchie M,https://www.youtube.com/watch?v=nGV_GTDCK8c,31:14,2072,0,,2025/02/07
ぽかぽかの星,はるまきごはん,https://www.youtube.com/watch?v=nGV_GTDCK8c,42:04,2767,0,,2025/02/07
初めての恋が終わる時,supercell,https://www.youtube.com/watch?v=nGV_GTDCK8c,58:38,3827,0,,2025/02/07
スターナイトスノウ,ora-bunbun-star,https://www.youtube.com/watch?v=nGV_GTDCK8c,1:18:13,4967,0,,2025/02/07
白い雪のプリンセスは,のぼる↑,https://www.youtube.com/watch?v=nGV_GTDCK8c,1:25:47,5415,0,,2025/02/07
彗星になれたなら,はるまきごはん,https://www.youtube.com/watch?v=nGV_GTDCK8c,1:33:39,5847,0,,2025/02/07
四角い地球を丸くする,TOKOTOKO,https://www.youtube.com/watch?v=nGV_GTDCK8c,1:40:33,6244,0,,2025/02/07
可愛くてごめん,HoneyWorks,https://www.youtube.com/watch?v=nGV_GTDCK8c,1:59:43,7400,0,,2025/02/07
STAR☆T☆RAIN,B小町,https://www.youtube.com/watch?v=nGV_GTDCK8c,2:08:38,7948,0,,2025/02/07
気まぐれメルシィ,八王子P,https://www.youtube.com/watch?v=nGV_GTDCK8c,2:16:20,8380,0,,2025/02/07
ハオ,DECO*27,https://www.youtube.com/watch?v=nGV_GTDCK8c,2:22:28,8727,0,,2025/02/07
さよならアンドロメダ,渋谷凛、森久保乃々、大和亜季,https://www.youtube.com/watch?v=nGV_GTDCK8c,2:33:40,9598,0,,2025/02/07
ディナーベル,はるまきごはん,https://www.youtube.com/shorts/yWuJz15-Ej4,0,41,0,,2025/03/09
プラネテス,seiza,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,10:10,763,0,,2025/03/21
サウンド,baker,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,28:32,1900,0,,2025/03/21
アディショナルメモリー,じん,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,43:26,2844,0,,2025/03/21
カムパネルラ,ささくれP,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,51:44,3354,0,,2025/03/21
サイハテ,小林オニキス,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,1:07:23,4204,0,,2025/03/21
気まぐれメルシィ,八王子P,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,1:14:55,4696,0,,2025/03/21
３９みゅーじっく！,みきとP,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,1:24:15,5315,0,,2025/03/21
clock lock works,ハチ,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,1:33:52,5891,0,,2025/03/21
回る空うさぎ,Orangestar,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,1:45:22,6497,0,,2025/03/21
彗星になれたなら,はるまきごはん,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,1:54:20,7087,0,,2025/03/21
君も悪い人でよかった,ピノキオピー,https://www.youtube.com/watch?v=a7zjhl6CUFg&t=2739s,2:02:01,7706,0,,2025/03/21
星座になれたら,結束バンド,https://www.youtube.com/watch?v=p0Ql24FxK78,15:11,1165,0,,2025/04/04
四角い地球を丸くする,TOKOTOKO,https://www.youtube.com/watch?v=p0Ql24FxK78,40:58,2668,0,,2025/04/04
言って。,ヨルシカ,https://www.youtube.com/watch?v=p0Ql24FxK78,1:15:40,4780,0,,2025/04/04
Catch You Catch Me,日向めぐみ,https://www.youtube.com/watch?v=p0Ql24FxK78,1:40:59,6281,0,,2025/04/04
メルト,supercell,https://www.youtube.com/watch?v=p0Ql24FxK78,1:55:10,7171,0,,2025/04/04
ワールドイズマイン,ryo,https://www.youtube.com/watch?v=p0Ql24FxK78,2:02:16,7587,0,,2025/04/04
Happy Go Lucky!ドキドキ!プリキュア,黒沢ともよ,https://www.youtube.com/watch?v=p0Ql24FxK78,2:14:56,8296,0,,2025/04/04
おジャ魔女カーニバル！！,MAHO堂,https://www.youtube.com/watch?v=p0Ql24FxK78,2:21:49,8734,0,,2025/04/04
ごはんはおかず,桜高軽音部,https://www.youtube.com/watch?v=p0Ql24FxK78,2:55:54,10741,0,,2025/04/04
快晴,Orangestar,https://www.youtube.com/watch?v=eRpsqRjBuA4,20:33,1494,0,,2025/04/11
glow,keeno,https://www.youtube.com/watch?v=eRpsqRjBuA4,32:28,2230,0,,2025/04/11
DANZEN!ふたりはプリキュア,五條真由美,https://www.youtube.com/watch?v=eRpsqRjBuA4,1:02:56,3986,0,,2025/04/11
だいしきゅーだいしゅき,femme fatale,https://www.youtube.com/watch?v=eRpsqRjBuA4,1:35:12,5921,0,,2025/04/11
瑠璃色金魚と花菖蒲,白石紬,https://www.youtube.com/watch?v=eRpsqRjBuA4,1:44:33,6528,0,,2025/04/11
キャットラビング,可不，香椎モイミ,https://www.youtube.com/watch?v=eRpsqRjBuA4,2:05:28,7643,0,,2025/04/11
曇天,私立恵比寿中学,https://www.youtube.com/watch?v=eRpsqRjBuA4,2:23:40,8829,0,,2025/04/11
花の塔,さユり,https://www.youtube.com/watch?v=J6zc67eMo-M,14:48,1164,0,,2025/04/18
FUN!!,MORE MORE JUMP！,https://www.youtube.com/watch?v=J6zc67eMo-M,31:52,2102,0,,2025/04/18
ロケットサイダー,ナユタン星人,https://www.youtube.com/watch?v=J6zc67eMo-M,55:47,3534,0,,2025/04/18
惑星ループ,ナユタン星人,https://www.youtube.com/watch?v=J6zc67eMo-M,1:02:13,3927,0,,2025/04/18
フロムトーキョー,夏代孝明,https://www.youtube.com/watch?v=J6zc67eMo-M,1:16:07,4734,0,,2025/04/18
ボルテッカー,DECO*27,https://www.youtube.com/watch?v=J6zc67eMo-M,1:37:43,6015,0,,2025/04/18
Little Busters！,Rita,https://www.youtube.com/watch?v=J6zc67eMo-M,2:05:18,7789,0,,2025/04/18
celluloid,baker,https://www.youtube.com/watch?v=J6zc67eMo-M,3:45:46,13781,0,,2025/04/18
輝夜の城で踊りたい,μ's,https://www.youtube.com/watch?v=7lSTMap6jJo,13:16,1064,0,,2025/04/25
この空の向こう,吉田 仁美,https://www.youtube.com/watch?v=7lSTMap6jJo,39:15,2578,0,,2025/04/25
メグメル,eufonius,https://www.youtube.com/watch?v=7lSTMap6jJo,58:06,3770,0,,2025/04/25
彗星になれたなら,はるまきごはん,https://www.youtube.com/watch?v=7lSTMap6jJo,1:10:35,4462,0,,2025/04/25
霽れを待つ,Orangestar,https://www.youtube.com/watch?v=7lSTMap6jJo,1:31:55,5761,0,,2025/04/25
youthful beautiful,内田真礼,https://www.youtube.com/watch?v=7lSTMap6jJo,1:40:08,6283,0,,2025/04/25
ブループラネット,DECO*27,https://www.youtube.com/watch?v=7lSTMap6jJo,1:50:40,6848,0,,2025/04/25
沙上の夢喰い少女,ハチ,https://www.youtube.com/watch?v=7lSTMap6jJo,2:18:57,8553,0,,2025/04/25
雨とカプチーノ,ヨルシカ,https://www.youtube.com/watch?v=9tPLBHmGU0Q,9:42,852,0,,2025/05/02
夜明けと蛍,N-buna,https://www.youtube.com/watch?v=9tPLBHmGU0Q,21:05,1571,0,,2025/05/02
プラネテス,seiza,https://www.youtube.com/watch?v=9tPLBHmGU0Q,40:02,2554,0,,2025/05/02
ニア,夏代孝明,https://www.youtube.com/watch?v=9tPLBHmGU0Q,46:55,3059,0,,2025/05/02
For フルーツバスケット,岡崎律子,https://www.youtube.com/watch?v=9tPLBHmGU0Q,1:08:38,4370,0,,2025/05/02
小さな手のひら,Lia,https://www.youtube.com/watch?v=9tPLBHmGU0Q,1:39:55,6275,0,,2025/05/02
クーネル・エンゲイザー,電‡鯨,https://www.youtube.com/watch?v=9tPLBHmGU0Q,2:16:04,8391,0,,2025/05/02
少女レイ,みきとP,https://www.youtube.com/watch?v=9tPLBHmGU0Q,2:27:40,9146,0,,2025/05/02
ループ,坂本真綾,https://www.youtube.com/watch?v=9tPLBHmGU0Q,2:36:34,9715,0,,2025/05/02
カトラリー,有機酸,https://www.youtube.com/watch?v=9tPLBHmGU0Q,2:46:33,10229,0,,2025/05/02
ねむるまち,くじら,https://www.youtube.com/watch?v=9tPLBHmGU0Q,2:53:38,10614,0,,2025/05/02
宇宙散歩,DECO*27,https://www.youtube.com/watch?v=vwTpaMfXd-4,7:32,609,0,,2025/05/16
君の脈で踊りたかった,ピコン,https://www.youtube.com/watch?v=vwTpaMfXd-4,23:03,1624,0,240,2025/05/16
Dear,19's Sound Factory,https://www.youtube.com/watch?v=vwTpaMfXd-4,44:20,2923,0,268,2025/05/16
貴方に花を 私に唄を,Re:nG,https://www.youtube.com/watch?v=vwTpaMfXd-4,1:05:05,4090,0,,2025/05/16
孤独の果て,光収容,https://www.youtube.com/watch?v=vwTpaMfXd-4,1:45:49,6611,0,256,2025/05/16
ダブルラリアット,アゴアニキ,https://www.youtube.com/watch?v=vwTpaMfXd-4,2:11:08,8072,0,203,2025/05/16
ペテン師が笑う頃に,梨本P,https://www.youtube.com/watch?v=vwTpaMfXd-4,2:19:10,8567,0,,2025/05/16
メルト,supercell,https://www.youtube.com/watch?v=vwTpaMfXd-4,2:28:55,9195,0,261,2025/05/16
深海少女,ゆうゆ,https://www.youtube.com/watch?v=vwTpaMfXd-4,2:37:39,9677,0,216,2025/05/16
粘着系男子の15年ネチネチ,家の裏でマンボウが死んでるP,https://www.youtube.com/watch?v=vwTpaMfXd-4,2:48:12,10443,0,,2025/05/16
カロン,KuifiQ,https://www.youtube.com/watch?v=vwTpaMfXd-4,3:00:06,11065,0,60,2025/05/16
WORLD'S END UMBRELLA,ハチ,https://www.youtube.com/watch?v=vwTpaMfXd-4,3:15:13,12036,0,,2025/05/16
忘れてやらない,結束バンド,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,4:49,507,0,218,2025/05/23
夜もすがら君想ふ,TOKOTOKO,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,14:26,1102,0,235,2025/05/23
あたしの向こう,aiko,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,24:05,1774,0,,2025/05/23
youthful beautiful,内田真礼,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,43:14,2869,0,275,2025/05/23
ループ,坂本真綾,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,1:04:41,4201,0,321,2025/05/23
僕らの記憶を掠わないで,rinri,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,1:23:04,5233,0,250,2025/05/23
夜明けと蛍,N-buna,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,1:48:00,6787,0,306,2025/05/23
1/6-out of the gravity-,ぼーかりおどP,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,1:58:28,7371,0,264,2025/05/23
ブループラネット,DECO*27,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,2:35:44,9552,0,208,2025/05/23
FUN!!,MORE MORE JUMP！,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,2:41:47,9897,0,190,2025/05/23
Catch You Catch Me,日向めぐみ,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,2:48:13,10315,0,222,2025/05/23
ヴィーナスとジーザス,やくしまるえつこ,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,2:56:44,10791,0,187,2025/05/23
異星にいこうね,いよわ,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,3:04:29,11235,0,165,2025/05/23
ご教示ください？,もちうつね,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,3:11:02,11604,0,142,2025/05/23
ブタサンダー,Yukopi,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,3:17:54,12008,0,134,2025/05/23
空耳ケーキ,Oranges&Lemons,https://www.youtube.com/watch?v=CZxnn-WOny8&t=5838s,3:22:55,12406,0,230,2025/05/23
ロケットサイダー,ナユタン星人,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,4:10,437,0,187,2025/05/30
メランコリック,Junky,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,12:28,964,0,217,2025/05/30
世界は恋に落ちている,HoneyWorks,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,26:35,1904,0,309,2025/05/30
不可思議のカルテ,桜島麻衣 、 古賀朋絵 、 双葉理央 、 豊浜のどか 、 梓川かえで 、 牧之原翔子,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,39:48,2624,0,235,2025/05/30
LOVEずっきゅん,相対性理論,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,54:41,3480,0,196,2025/05/30
乙女解剖,DECO*27,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,1:01:30,3910,0,221,2025/05/30
だいしきゅーだいしゅき,femme fatale,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,1:07:55,4286,0,209,2025/05/30
恋愛サーキュレーション,花澤香菜,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,1:15:05,4757,0,251,2025/05/30
sincerely,TRUE,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,1:22:22,5213,0,271,2025/05/30
flos,R Sound Design,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,1:29:30,5640,0,271,2025/05/30
ツギハギスタッカート,とあ,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,1:37:48,6111,0,242,2025/05/30
song for friends,rita,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,1:47:32,6765,0,,2025/05/30
曇天,私立恵比寿中学,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,1:58:30,7319,0,,2025/05/30
地球最後の告白を,kemu,https://www.youtube.com/watch?v=DSMZ2Pm5wVg&t=39s,2:06:02,7827,0,264,2025/05/30
花ざかりWeekend✿,4Luxury,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,14:35,1124,0,248,2025/06/13
1/6-out of the gravity-,ぼーかりおどP,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,52:42,3425,0,263,2025/06/13
エメラルドシティ,TOKOTOKO,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,1:26:59,5467,0,249,2025/06/13
テレパシ,DECO*27,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,1:37:32,5989,0,,2025/06/13
ディナーベル,はるまきごはん,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,2:03:06,7571,0,41,2025/06/13
ジェヘナ,wotaku,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,2:17:16,8480,0,245,2025/06/13
サウンド,baker,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,2:30:45,9234,0,188,2025/06/13
glow,keeno,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,2:50:16,10497,0,282,2025/06/13
FUN!!,MORE MORE JUMP！,https://www.youtube.com/watch?v=fXd83jFQ3Wo&t=1056s,3:01:34,11084,0,190,2025/06/13
Watch me!,YOASOBI,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,26:38,1783,0,,2025/06/20
全力☆Summer!,angela,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,46:42,3032,0,229,2025/06/20
少女レイ,みきとP,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,1:21:46,5194,0,286,2025/06/20
快晴,Orangestar,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,2:05:53,7814,0,261,2025/06/20
テレパシ,DECO*27,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,2:18:37,8454,0,137,2025/06/20
旧約汎化街,柊マグネタイト,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,2:29:21,9309,0,346,2025/06/20
君が飛び降りるのなら,Omoi,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,2:43:52,9999,0,166,2025/06/20
桜前線異常ナシ,ワタルP,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,2:49:47,10383,0,196,2025/06/20
Departures 〜あなたにおくるアイの歌〜,EGOIST,https://www.youtube.com/watch?v=0FJ8DVkMVu0&t=448s,3:21:54,12365,0,247,2025/06/20
catch you catch me,日向めぐみ,https://www.youtube.com/watch?v=c7lhzE22Ysw,0:57,282,0,,2025/06/24
プラネテス,seiza,https://www.youtube.com/watch?v=c7lhzE22Ysw,10:18,771,0,152,2025/06/24
FUN!!,MORE MORE JUMP！,https://www.youtube.com/watch?v=c7lhzE22Ysw,12:55,965,0,190,2025/06/24
花の塔,さユり,https://www.youtube.com/watch?v=c7lhzE22Ysw,20:37,1515,0,276,2025/06/24
１／６-out of the gravity-,ぼーかりおどP,https://www.youtube.com/watch?v=c7lhzE22Ysw,36:31,2456,0,,2025/06/24
とても素敵な六月でした,Eight,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,9:21,843,0,280,2025/06/27
plazma,米津玄師,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,38:33,2493,0,,2025/06/27
ハロ／ハワユ,ナノウ,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,48:11,3169,0,283,2025/06/27
帝国少女,R Sound Design,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,1:05:35,4188,0,253,2025/06/27
plazma,plazma,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,1:17:00,4799,0,,2025/06/27
インフェルノ(1番だけ),Mrs. GREEN APPLE,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,1:48:04,6566,0,,2025/06/27
自分REST@RT,765PRO ALLSTARS,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,1:58:10,7433,0,343,2025/06/27
動く、動く(TVサイズ),チト、 ユーリ、 久保ユリカ、 水瀬いのり,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,2:17:16,8325,0,,2025/06/27
Watch Me,天乃リリサ(前田佳織里)・橘美花莉(鬼頭明里),https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,2:38:34,9603,0,,2025/06/27
Tulip(GAME ver),LiPPS,https://www.youtube.com/watch?v=OeIRGkx2f3E&t=9239s,2:49:38,10305,0,126,2025/06/27
明日の私に幸あれ,ナナヲアカリ,https://www.youtube.com/watch?v=bVdV6ifgUeM,39:20,2574,0,,2025/07/04
夜もすがら君想ふ,TOKOTOKO,https://www.youtube.com/watch?v=bVdV6ifgUeM,1:18:19,4935,0,236,2025/07/04
Watch me,天乃リリサ(前田佳織里)，橘美花莉(鬼頭明里),https://www.youtube.com/watch?v=bVdV6ifgUeM,1:34:02,5850,0,,2025/07/04
ニア,夏代孝明,https://www.youtube.com/watch?v=bVdV6ifgUeM,1:59:35,7419,0,244,2025/07/04
ORCA,小林オニキス,https://www.youtube.com/watch?v=bVdV6ifgUeM,2:16:23,8462,0,277,2025/07/04
FREELY TOMORROW,Mitchie M,https://www.youtube.com/watch?v=bVdV6ifgUeM,2:31:25,9321,0,238,2025/07/04
UNDEAD,YOASOBI,https://www.youtube.com/watch?v=bVdV6ifgUeM,2:40:39,9822,0,183,2025/07/04
Dear,19's Sound Factory,https://www.youtube.com/watch?v=bVdV6ifgUeM,2:46:57,10283,0,263,2025/07/04
向日葵,Ado,https://www.youtube.com/watch?v=bVdV6ifgUeM,3:01:15,11130,0,255,2025/07/04
サラマンダー,DECO*27,https://www.youtube.com/watch?v=adRodW6uaiY,19:01,1295,0,155,2025/07/11
気まぐれメルシィ,八王子P,https://www.youtube.com/watch?v=adRodW6uaiY,47:02,3022,0,201,2025/07/11
君の知らない物語,supercell,https://www.youtube.com/watch?v=adRodW6uaiY,1:13:35,4753,0,338,2025/07/11
夕日坂,Doriko,https://www.youtube.com/watch?v=adRodW6uaiY,1:27:36,5627,0,371,2025/07/11
ハッピー☆マテリアル,麻帆良学園中等部2-A (魔法先生ネギま！),https://www.youtube.com/watch?v=adRodW6uaiY,1:46:25,6606,0,221,2025/07/11
創聖のアクエリオン,AKINO,https://www.youtube.com/watch?v=adRodW6uaiY,1:59:50,7475,0,285,2025/07/11
メルト,supercell,https://www.youtube.com/watch?v=adRodW6uaiY,2:32:52,9430,0,260,2025/07/11
ワールドイズマイン,ryo,https://www.youtube.com/watch?v=adRodW6uaiY,2:50:47,10498,0,251,2025/07/11
ブラック★ロックシューター,ryo,https://www.youtube.com/watch?v=adRodW6uaiY,3:01:48,11195,0,285,2025/07/11
キラキラの灰,リーガルリリー,https://www.youtube.com/watch?v=K_qgzTQ_kIw,18:59,1382,0,,2025/07/18
Watch me!,YOASOBI,https://www.youtube.com/watch?v=K_qgzTQ_kIw,55:56,3540,0,,2025/07/18
向日葵,Ado,https://www.youtube.com/watch?v=K_qgzTQ_kIw,1:17:52,4927,0,,2025/07/18
グッバイ宣言,Chinozo,https://www.youtube.com/watch?v=K_qgzTQ_kIw,1:30:23,5595,0,,2025/07/18
Catch You Catch Me,日向めぐみ,https://www.youtube.com/watch?v=K_qgzTQ_kIw,1:39:41,6203,0,222,2025/07/18
青空のラプソディ,fhāna,https://www.youtube.com/watch?v=K_qgzTQ_kIw,1:47:40,6732,0,271,2025/07/18
トンデモワンダーズ,Sasakure.UK,https://www.youtube.com/watch?v=K_qgzTQ_kIw,2:11:30,8082,0,193,2025/07/18
ウミユリ海底譚,N-buna,https://www.youtube.com/watch?v=K_qgzTQ_kIw,2:33:31,9447,0,,2025/07/18
わたしのアール,和田たけあき,https://www.youtube.com/watch?v=K_qgzTQ_kIw,2:51:22,10494,0,212,2025/07/18
明日の私に幸あれ,ナナヲアカリ,https://www.youtube.com/watch?v=K_qgzTQ_kIw,3:53:03,14197,0,,2025/07/18
相思相愛,aiko,https://www.youtube.com/watch?v=7WPap6Rflxk,28:09,1949,0,,2025/07/25
39みゅーじっく！,みきと,https://www.youtube.com/watch?v=7WPap6Rflxk,1:30:13,5672,0,259,2025/07/25
グリーンライツ・セレナーデ,Omoi,https://www.youtube.com/watch?v=7WPap6Rflxk,1:42:06,6367,0,242,2025/07/25
砂の惑星,ハチ,https://www.youtube.com/watch?v=7WPap6Rflxk,1:50:05,6841,0,237,2025/07/25
愛されなくても君がいる,ピノキオピー,https://www.youtube.com/watch?v=7WPap6Rflxk,2:16:25,8452,0,266,2025/07/25
ブループラネット,DECO*27,https://www.youtube.com/watch?v=7WPap6Rflxk,2:23:34,8822,0,208,2025/07/25
アスノヨゾラ哨戒班,Orangestar,https://www.youtube.com/watch?v=7WPap6Rflxk,2:53:00,10553,0,172,2025/07/25
ウミユリ海底譚,N-buna,https://www.youtube.com/watch?v=7WPap6Rflxk,3:11:18,11714,0,,2025/07/25
夜明けと蛍,N-buna,https://www.youtube.com/watch?v=7WPap6Rflxk,3:37:40,13368,0,307,2025/07/25
ねむるまち,くじら,https://www.youtube.com/watch?v=7WPap6Rflxk,3:53:53,14228,0,196,2025/07/25
ロケットサイダー,ナユタン星人,https://www.youtube.com/watch?v=niFHGHNO1E0,5:45,533,0,187,2025/08/01
ガーネット,奥華子,https://www.youtube.com/watch?v=niFHGHNO1E0,45:17,3030,0,314,2025/08/01
ベノム,かいりきベア,https://www.youtube.com/watch?v=niFHGHNO1E0,1:38:04,6080,0,196,2025/08/01
KING,Kanaria,https://www.youtube.com/watch?v=niFHGHNO1E0,1:53:13,6927,0,134,2025/08/01
言って。,ヨルシカ,https://www.youtube.com/watch?v=niFHGHNO1E0,2:00:01,7441,0,240,2025/08/01
キラキラの灰,リーガルリリー,https://www.youtube.com/watch?v=niFHGHNO1E0,2:32:57,9422,0,,2025/08/01
相思相愛,aiko,https://www.youtube.com/watch?v=niFHGHNO1E0,2:42:06,9985,0,,2025/08/01
明日の私に幸あれ,ナナヲアカリ,https://www.youtube.com/watch?v=niFHGHNO1E0,3:11:48,11722,0,,2025/08/01
宇宙散歩,DECO*27,https://www.youtube.com/watch?v=2PhnDmbdctA,16:09,1126,0,157,2025/08/08
夜もすがら君想ふ,TOKOTOKO,https://www.youtube.com/watch?v=2PhnDmbdctA,50:12,3247,0,236,2025/08/08
サマータイムレコード,じん,https://www.youtube.com/watch?v=2PhnDmbdctA,1:05:10,4183,0,269,2025/08/08
自傷無色,ねこぼーろ,https://www.youtube.com/watch?v=2PhnDmbdctA,1:29:40,5594,0,,2025/08/08
深海シティアンダーグラウンド,田中B,https://www.youtube.com/watch?v=2PhnDmbdctA,1:46:46,6681,0,274,2025/08/08
少女レイ,みきとP,https://www.youtube.com/watch?v=2PhnDmbdctA,2:13:25,8292,0,288,2025/08/08
青と夏,Mrs. GREEN APPLE,https://www.youtube.com/watch?v=2PhnDmbdctA,2:31:48,9378,0,,2025/08/08
あの夏が飽和する,カンザキイオリ,https://www.youtube.com/watch?v=2PhnDmbdctA,3:32:09,13096,0,268,2025/08/08
ODDS&ENDS,ryo,https://www.youtube.com/watch?v=2PhnDmbdctA,3:44:38,13810,0,330,2025/08/08
Fire◎Flower,halyosy,https://www.youtube.com/watch?v=2PhnDmbdctA,3:53:38,14278,0,258,2025/08/08
ハオ,DECO*27,https://www.youtube.com/watch?v=vcY1yxehWDo,8:34,694,0,179,2025/08/15
ハッピーシンセサイザ,EasyPop,https://www.youtube.com/watch?v=vcY1yxehWDo,17:30,1280,0,231,2025/08/15
おちゃめ機能,ゴジマジＰ,https://www.youtube.com/watch?v=vcY1yxehWDo,42:38,2806,0,247,2025/08/15
ぽっぴっぽー,ラマーズP,https://www.youtube.com/watch?v=vcY1yxehWDo,1:05:07,4085,0,177,2025/08/15
カゲロウデイズ,じん,https://www.youtube.com/watch?v=vcY1yxehWDo,1:15:05,4737,0,231,2025/08/15
チルドレンレコード,じん,https://www.youtube.com/watch?v=vcY1yxehWDo,1:29:29,5553,0,,2025/08/15
